5,0,0.1
10,0,0.1
15,0,0.2
20,0,0.3
25,0,0.3
30,0,0.3
35,0,0.4
40,0,0.4
45,0,0.5
50,0,0.5
55,0,0.6
60,0,0.6
65,0,0.6
70,0,0.8
75,0,0.8
80,0,0.9
85,0,0.9
90,0,0.9
95,0,1
100,0,1
105,0,1
110,0,1.1
115,0,1.1
120,0,1.2
125,0,1.2
130,0,1.2
135,0,1.2
140,0,1.2
145,0,1.4
150,0,1.4
155,0,1.5
160,0,1.5
165,0,1.5
170,0,1.6
175,0,1.6
180,0,1.7
185,0,1.7
190,0,1.7
195,0,1.7
200,0,1.7
205,0,1.8
210,0,1.8
215,0,1.9
220,0,1.9
225,0,2
230,0,2
235,0,2.1
240,0,2.1
245,0,2.1
250,0,2.1
255,0,2.1
260,0,2.2
265,0,2.2
270,0,2.3
275,0,2.3
280,0,2.4
285,0,2.4
290,0,2.4
295,0,2.5
300,0,2.5
305,0,2.6
310,0,2.6
315,0,2.7
320,0,2.7
325,0,2.8
330,0,2.8
335,0,3
340,0,3
345,0,3
350,0,3
355,0,3
360,0,3.1
365,0,3.1
370,0,3.1
375,0,3.1
380,0,3.1
385,0,3.2
390,0,3.2
395,0,3.2
400,0,3.3
405,0,3.3
410,0,3.4
415,0,3.4
420,0,3.5
425,0,3.5
430,0,3.7
435,0,3.7
440,0,3.8
445,0,3.8
450,0,4
455,0,4
460,0,4
465,0,4.1
470,0,4.1
475,0,4.3
480,0,4.3
485,0,4.3
490,0,4.5
495,0,4.6
500,0,4.6
505,0,4.6
510,0,4.7
515,0,4.7
520,0,4.7
525,0,4.7
530,0,4.7
535,0,4.7
540,0,4.8
545,0,4.8
550,0,5
555,0,5
560,0,5
565,0,5
570,0,5
575,0,5
580,0,5.1
585,0,5.1
590,0,5.1
595,0,5.1
600,0,5.1
605,0,5.1
610,0,5.1
615,0,5
620,0,5
625,0,5.1
630,0,5
635,0,5.1
640,0,5
645,0,5
650,0,5
655,0,5
660,0,4.9
665,0,4.9
670,0,4.9
675,0,4.9
680,0,4.9
685,0,4.9
690,0,4.9
695,0,5
700,0,5
705,0,5.1
710,0,5.1
715,0,5.1
720,0,5.1
725,0,5.1
730,0,5.3
735,0,5.3
740,0,5.3
745,0,5.3
750,0,5.3
755,0,5.3
760,0,5.3
765,0,5.4
770,0,5.4
775,0,5.3
780,0,5.4
785,0,5.4
790,0,5.6
795,0,5.6
800,0,5.6
805,0,5.6
810,0,5.7
815,0,5.7
820,0,5.8
825,0,5.8
830,0,5.9
835,0,5.9
840,0,5.9
845,0,6
850,0,6
855,0,6.2
860,0,6.2
865,0,6.2
870,0,6.3
875,0,6.3
880,0,6.4
885,0,6.4
890,0,6.5
895,0,6.5
900,0,6.6
