5,1890,142,0,48391940
10,1525,0,0,48391940
15,1830,0,16,48391940
20,1890,60,0,48391940
25,1585,60,0,48391820
30,1950,0,0,48391800
35,1890,0,0,48391836
40,1525,0,8,48391836
45,1830,0,0,48391836
50,1645,120,0,48455272
55,1525,0,0,48652656
60,1830,0,0,48651612
65,1525,0,0,48914812
70,1525,0,0,48913756
75,1525,0,0,49440136
80,1525,0,0,49438044
85,1525,0,0,49438044
90,1705,0,0,49438044
95,1830,0,0,49438044
100,1525,0,424,49438208
105,1525,0,0,50490908
110,2172,342,7812,50487272
115,1948,60,0,50487232
120,1890,0,360,50487228
125,1830,0,8,50487228
130,1525,0,0,50487228
135,1830,0,0,50487228
140,1920,90,72,50487248
145,1765,60,0,50487248
150,1830,0,0,52592688
155,1525,0,176,52584380
160,1830,0,0,52584380
165,1525,0,0,52584380
170,1525,0,0,52584380
175,1525,0,5000,52584380
180,1525,0,16,52584380
185,1830,0,160,52584380
190,1525,0,0,52584380
195,1525,0,0,52584380
200,1705,0,0,52584380
205,1525,0,0,52584380
210,1830,0,0,52584380
215,1525,0,1376,52584380
220,1525,0,720,52584380
225,1830,0,0,52584380
230,1830,0,28,52584380
235,1525,0,4976,52584380
240,1830,0,0,52584380
245,1830,0,0,52584380
250,1890,0,0,52584380
255,1705,0,3628,56778684
260,1830,0,0,56778684
265,1525,0,4,56778684
270,1525,0,0,56778684
275,1525,0,224,56778684
280,1585,0,0,56778684
285,1645,0,232,56778684
290,1525,0,0,56778684
295,1525,0,272,56778684
300,1830,0,4984,56778684
305,1525,0,4,56778684
310,2010,0,0,56778684
315,1525,0,0,56778684
320,1830,0,4,56778684
325,1525,0,4,56778684
330,1830,0,0,56778084
335,1525,0,0,56778084
340,2010,0,232,56778084
345,1830,0,0,56778084
350,1525,0,120,56778084
355,1830,0,8600,56778084
360,1675,150,252,56778084
365,1525,0,4984,56778084
370,1525,0,0,56778084
375,1525,0,12424,56778084
380,1525,0,344,56778084
385,1525,0,676,56778084
390,1830,0,0,56778084
395,1705,0,0,56778084
400,1830,0,44,56778084
405,1525,0,2308,56778084
410,1830,0,0,56778084
415,1525,0,224,56778084
420,1585,0,0,56778084
425,1950,0,0,56778084
430,1525,0,4908,56778084
435,1830,0,11404,56778084
440,1525,0,0,56778084
445,1830,0,532,56778084
450,1525,0,0,56778084
455,1830,0,44,56778084
460,1525,0,312,60972388
465,1830,0,0,60972388
470,1525,0,0,60972388
475,1585,0,0,60972388
480,1645,0,0,60972388
485,1525,0,0,60972388
490,1525,0,68,60972388
495,1830,0,4896,60972388
500,1525,0,0,60972388
505,2010,0,0,60972388
510,1525,0,108,60972388
515,1525,0,4,60972388
520,1830,0,152,60972388
525,1525,0,852,60972388
530,1890,0,0,60972388
535,1705,0,0,60972388
540,1830,0,0,60972388
545,1830,0,1476,60972388
550,1920,90,4836,60972388
555,1585,60,528,60972388
560,1830,0,0,60972388
565,1525,0,176,60972388
570,1525,0,0,60972388
575,1525,0,0,60972388
580,1525,0,0,60972388
585,1830,0,0,60972388
590,1705,0,188,60972388
595,1525,0,0,60972388
600,1830,0,12,60972388
605,1525,0,0,60972388
610,1830,0,8,60972388
615,1525,0,4984,60972388
620,1525,0,44,60972388
625,2073,0,0,60972388
630,1830,0,152,60972388
635,1525,0,0,60972388
640,1830,0,0,60972388
645,2010,0,188,60972388
650,1525,0,0,60972388
655,1830,0,24100,60972408
660,1525,0,344,60972408
665,1525,0,3032,69394164
670,1645,0,1596,69360992
675,1585,0,4872,69360992
680,1525,0,0,69360992
685,1830,0,8,69360992
690,1525,0,224,69360992
695,1830,0,0,69360992
700,1705,0,0,69360992
705,1525,0,0,69360992
710,1830,0,188,69360992
715,1525,0,2020,69360992
720,2230,0,0,69360992
725,1585,0,0,69360992
730,1950,0,44,69360992
735,1525,0,4320,69360992
740,1830,0,156,69360992
745,1525,0,64,69360992
750,1980,150,0,69360992
755,1705,0,0,69360992
760,1525,0,0,69360992
765,1525,0,4,69360992
770,1830,0,0,69360992
775,1525,0,628,48391844
780,2133,0,0,48391844
785,1950,0,44,48391844
790,1525,0,0,48391844
795,1830,0,120,48391844
800,1830,0,0,48391844
805,1585,0,4,48391844
810,1830,0,0,48391844
815,1830,0,0,48391844
820,1525,0,12,48391844
825,1830,0,0,48391844
830,1830,0,0,48391844
835,1830,0,0,48391844
840,1525,0,0,48391844
845,1830,0,0,48391844
850,1830,0,4,48391844
855,1525,0,0,48391844
860,1890,0,0,48391844
865,1645,0,0,48391844
870,1525,0,0,48391844
875,1830,0,0,48391844
880,2172,342,15800,48392388
885,1585,60,24,48392388
890,2010,0,0,48392384
895,1830,0,0,48392384
900,1830,0,0,48392408
