5,45.6,0
10,49.9,0
15,48.2,0
20,47.6,0
25,48.9,0
30,48.3,0
35,47.9,0
40,54.2,0
45,58,0
50,62.1,0
55,65.6,0
60,67.3,0
65,67.5,0
70,63.1,0
75,59.2,0
80,55.8,0
85,52.8,0
90,49.6,0
95,47.2,0
100,45,0
105,44.8,0
110,46.8,0
115,48.9,0
120,49.2,0
125,49.3,0
130,49.1,0
135,48.8,0
140,48.7,0
145,48.8,0
150,48.9,0
155,50.4,0
160,51.5,0
165,52.9,0
170,52.8,0
175,51.4,0
180,49.8,0
185,48.5,0
190,47.4,0
195,46.2,0
200,45.2,0
205,44.1,0
210,44.7,0
215,45.7,0
220,46.9,0
225,47.8,0
230,48.8,0
235,48.7,0
240,48.6,0
245,48.5,0
250,48.6,0
255,48.5,0
260,49.1,0
265,48.6,0
270,47.8,0
275,47,0
280,46.2,0
285,45.5,0
290,44.7,0
295,44,0
300,44,0
305,44.9,0
310,45.6,0
315,46.4,0
320,47.1,0
325,47.8,0
330,48.1,0
335,48.2,0
340,48.1,0
345,48,0
350,48.1,0
355,47.6,0
360,47,0
365,46.4,0
370,45.8,0
375,45.3,0
380,44.7,0
385,44.9,0
390,45.6,0
395,46.2,0
400,46.7,0
405,47.3,0
410,47.8,0
415,48.4,0
420,49,0
425,49.5,0
430,50,0
435,50.5,0
440,50.9,0
445,50.8,0
450,50.6,0
455,50,0
460,49.5,0
465,48.9,0
470,48.4,0
475,48,0
480,47.5,0
485,47,0
490,46.5,0
495,47,0
500,47.5,0
505,47.9,0
510,48.4,0
515,48.8,0
520,49.2,0
525,49.6,0
530,50,0
535,50,0
540,50,0
545,49.9,0
550,49.9,0
555,49.9,0
560,49.6,0
565,49.2,0
570,48.8,0
575,48.4,0
580,48,0
585,47.6,0
590,47.7,0
595,48.1,0
600,48.5,0
605,48.9,0
610,49.2,0
615,49.6,0
620,49.9,0
625,50.2,0
630,50.5,0
635,50.5,0
640,50.5,0
645,50.4,0
650,50.2,0
655,49.8,0
660,49.4,0
665,49.1,0
670,48.7,0
675,48.4,0
680,48.4,0
685,48.7,0
690,49,0
695,49.3,0
700,49.7,0
705,50,0
710,50.3,0
715,50.6,0
720,50.8,0
725,51.1,0
730,51.4,0
735,51.7,0
740,51.5,0
745,51.2,0
750,50.8,0
755,50.5,0
760,50.2,0
765,49.8,0
770,49.8,0
775,50.1,0
780,50.3,0
785,50.2,0
790,50.3,0
795,50.2,0
800,50.2,0
805,50.2,0
810,50.2,0
815,50.2,0
820,50.2,0
825,50.2,0
830,50.1,0
835,50,0
840,49.7,0
845,49.4,0
850,49.1,0
855,48.8,0
860,48.5,0
865,48.2,0
870,48,0
875,47.8,0
880,47.8,0
885,47.8,0
890,47.8,0
895,47.8,0
900,47.9,0
