5,0,0
10,0,0
15,0,0
20,0,0
25,0,0
30,0,0
35,0,0
40,0,0
45,0,0
50,0,0
55,0,0
60,0.1,0
65,0.2,0
70,0.3,0
75,0.4,0
80,0.5,0
85,0.6,0
90,0.6,0
95,0.7,0
100,0.7,0
105,0.8,0
110,0.9,0
115,0.9,0
120,0.9,0
125,1,0
130,1,0
135,1,0
140,1.1,0
145,1.1,0
150,1.1,0
155,1.1,0
160,1.1,0
165,1.2,0
170,1.2,0
175,1.2,0
180,1.2,0
185,1.2,0
190,1.2,0
195,1.2,0
200,1.3,0
205,1.3,0
210,1.3,0
215,1.3,0
220,1.3,0
225,1.3,0
230,1.3,0
235,1.3,0
240,1.4,0
245,1.4,0
250,1.4,0
255,1.4,0
260,1.4,0
265,1.4,0
270,1.4,0
275,1.4,0
280,1.4,0
285,1.4,0
290,1.4,0
295,1.4,0
300,1.4,0
305,1.5,0
310,1.5,0
315,1.5,0
320,1.5,0
325,1.5,0
330,1.5,0
335,1.5,0
340,1.5,0
345,1.5,0
350,1.5,0
355,1.5,0
360,1.5,0
365,1.5,0
370,1.5,0
375,1.5,0
380,1.5,0
385,1.5,0
390,1.5,0
395,1.5,0
400,1.5,0
405,1.5,0
410,1.5,0
415,1.5,0
420,1.5,0
425,1.5,0
430,1.5,0
435,1.5,0
440,1.5,0
445,1.5,0
450,1.5,0
455,1.5,0
460,1.5,0
465,1.5,0
470,1.5,0
475,1.5,0
480,1.5,0
485,1.5,0
490,1.5,0
495,1.5,0
500,1.5,0
505,1.5,0
510,1.5,0
515,1.5,0
520,1.5,0
525,1.5,0
530,1.5,0
535,1.5,0
540,1.5,0
545,1.5,0
550,1.5,0
555,1.5,0
560,1.5,0
565,1.5,0
570,1.5,0
575,1.5,0
580,1.5,0
585,1.5,0
590,1.5,0
595,1.5,0
600,1.5,0
605,1.5,0
610,1.5,0
615,1.5,0
620,1.5,0
625,1.6,0
630,1.6,0
635,1.6,0
640,1.6,0
645,1.6,0
650,1.6,0
655,1.6,0
660,1.6,0
665,1.6,0
670,1.6,0
675,1.6,0
680,1.6,0
685,1.6,0
690,1.6,0
695,1.6,0
700,1.6,0
705,1.6,0
710,1.6,0
715,1.6,0
720,1.6,0
725,1.6,0
730,1.6,0
735,1.6,0
740,1.6,0
745,1.6,0
750,1.6,0
755,1.6,0
760,1.6,0
765,1.6,0
770,1.6,0
775,1.6,0
780,1.6,0
785,1.9,0
790,2.3,0
795,2.6,0
800,2.9,0
805,3.2,0
810,3.4,0
815,3.7,0
820,4,0
825,4.3,0
830,4.5,0
835,4.7,0
840,5,0
845,5.3,0
850,5.5,0
855,5.8,0
860,6.3,0
865,6.8,0
870,7.4,0
875,7.7,0
880,8,0
885,8.2,0
890,8.4,0
895,8.7,0
900,8.9,0
