5,46.5,7.4
10,50.1,7.4
15,48.5,7.4
20,47.7,7.4
25,47.3,7.4
30,48.4,7.4
35,48,0
40,42.6,0
45,37.6,0
50,34.2,0
55,31.4,0
60,28.6,0
65,26.6,0
70,24.9,0
75,23.4,0
80,22,0
85,20.8,0
90,19.5,0
95,18.6,0
100,17.7,0
105,16.9,0
110,16.1,0
115,15.4,0
120,16.1,7.7
125,17.3,7.7
130,18.6,7.7
135,19.6,7.7
140,20.6,7.7
145,21.6,7.7
150,22,0
155,21.4,0
160,20.6,0
165,20.1,0
170,19.5,0
175,19,0
180,18.4,0
185,18,0
190,17.5,0
195,17.1,0
200,16.7,0
205,16.3,0
210,15.9,0
215,15.5,0
220,15.2,0
225,14.8,0
230,14.6,6.7
235,15.3,6.7
240,16,6.7
245,16.6,6.7
250,17.3,6.7
255,17.9,6.7
260,17.6,0
265,17.3,0
270,17,0
275,16.7,0
280,16.4,0
285,16.2,0
290,15.9,0
295,15.7,0
300,15.4,0
305,15.1,0
310,14.9,0
315,14.6,0
320,14.4,0
325,14.2,0
330,14.3,9
335,14.9,9
340,15.3,9
345,15.8,9
350,16.2,9
355,16.8,0
360,16.6,0
365,16.3,0
370,16.1,0
375,15.9,0
380,15.7,0
385,15.5,0
390,15.3,0
395,15.2,0
400,14.9,0
405,14.8,0
410,14.6,0
415,14.4,0
420,14.2,0
425,14.1,0
430,13.9,0
435,13.7,0
440,13.7,8.2
445,14.1,8.2
450,14.6,8.2
455,15.5,8.2
460,16.3,8.2
465,17.1,8.2
470,18,8.2
475,17.9,0
480,17.7,0
485,17.5,0
490,17.3,0
495,17.2,0
500,17,0
505,16.8,0
510,16.7,0
515,16.5,0
520,16.4,0
525,16.2,0
530,16,4.5
535,16.4,8.7
540,16.6,8.7
545,16.9,8.7
550,17.2,8.7
555,17.5,8.7
560,17.9,8.7
565,18.6,8.7
570,18.7,0
575,18.5,0
580,18.3,0
585,18.2,0
590,18,0
595,17.9,0
600,17.7,0
605,17.6,0
610,17.4,0
615,17.3,0
620,17.1,0
625,17,0
630,16.9,8.2
635,17.2,8.2
640,17.4,8.2
645,17.7,8.2
650,18.1,8.2
655,18.7,8.2
660,18.7,0
665,18.6,0
670,18.4,0
675,18.3,0
680,18.2,0
685,18,0
690,17.9,0
695,17.8,0
700,17.6,0
705,17.5,0
710,17.4,0
715,17.3,0
720,17.1,0
725,17,0
730,16.9,0
735,16.8,6.3
740,17.2,6.3
745,17.7,6.3
750,18.1,6.3
755,18.6,6.3
760,19.1,6.3
765,19.3,0
770,19.1,0
775,19,0
780,18.9,0
785,18.8,0
790,18.7,0
795,18.5,0
800,18.4,0
805,18.3,0
810,18.2,0
815,18,0
820,17.9,0
825,17.8,0
830,17.8,6.6
835,17.9,6.6
840,18.1,6.6
845,18.3,6.6
850,18.4,6.6
855,18.6,0
860,18.5,0
865,18.4,0
870,18.3,0
875,18.2,0
880,18,0
885,18,0
890,17.8,0
895,17.7,0
900,17.6,0
